0.601106 0.996574
0.582883 0.996574
0.565791 0.996084
0.546940 0.996084
0.526832 0.995595
0.507980 0.993637
0.490386 0.991679
0.475053 0.991189
0.458213 0.989721
0.438985 0.988742
0.420636 0.988253
0.402664 0.984337
0.386201 0.981400
0.368983 0.978953
0.350132 0.976505
0.329773 0.971610
0.312178 0.963779
0.296971 0.957905
0.280256 0.953500
0.265427 0.949094
0.252608 0.942731
0.239915 0.936368
0.227096 0.931473
0.217419 0.922173
0.206234 0.914831
0.193289 0.906021
0.180596 0.894273
0.169159 0.884973
0.158477 0.871757
0.147292 0.864415
0.138746 0.854626
0.129948 0.841410
0.122534 0.832599
0.114490 0.820852
0.106950 0.803231
0.099409 0.792462
0.092246 0.774351
0.083449 0.755751
0.078044 0.740088
0.072012 0.723446
0.066734 0.699951
0.061581 0.679883
0.056428 0.660793
0.051024 0.639256
0.047505 0.624572
0.043484 0.600098
0.039462 0.578561
0.036320 0.557513
0.034184 0.536955
0.031042 0.517376
0.027900 0.495350
