1.000000 1.000000
0.603857 0.996080
0.511015 0.991466
0.456672 0.986554
0.418561 0.982982
0.389718 0.977971
0.366247 0.973902
0.346622 0.969685
0.329426 0.965815
0.314998 0.962689
0.302812 0.958670
0.290738 0.954900
0.280155 0.950930
0.270725 0.946911
0.261682 0.944530
0.253366 0.941305
0.246265 0.937385
0.239314 0.934259
0.233077 0.930836
0.227115 0.927661
0.221091 0.923890
0.215568 0.920268
0.210520 0.916696
0.205461 0.913272
0.200488 0.909849
0.196005 0.906177
0.191884 0.902654
0.187588 0.899231
0.183042 0.895262
0.179047 0.891838
0.175315 0.888812
0.171795 0.885537
0.168163 0.883007
0.164757 0.879335
0.161500 0.875713
0.158407 0.872637
0.154963 0.869362
0.152182 0.866137
0.148738 0.862416
0.145519 0.858199
0.142451 0.854924
0.139758 0.851749
0.137103 0.847532
0.134323 0.843612
0.131630 0.840387
0.128962 0.836715
0.126483 0.832845
0.123677 0.829124
0.121272 0.825800
0.118718 0.821880
0.116325 0.817663
0.114008 0.814041
0.111428 0.809774
0.109199 0.806252
0.106907 0.802084
0.104590 0.798313
0.102261 0.794443
0.099944 0.789581
0.097865 0.785760
0.095698 0.781543
0.093707 0.776433
0.091314 0.771868
0.089148 0.767601
0.087044 0.763483
0.085165 0.758521
0.083036 0.753312
0.080919 0.747854
0.078815 0.741801
0.076849 0.735748
0.074720 0.729149
0.072591 0.722997
0.070649 0.717291
0.068583 0.710146
0.066441 0.702406
0.064087 0.695063
0.062221 0.688464
0.060267 0.680824
0.058351 0.674076
0.056484 0.665889
0.054481 0.658348
0.052376 0.649119
0.050122 0.639990
0.048031 0.631704
0.046102 0.621384
0.044136 0.611114
0.042207 0.598115
0.040065 0.586554
0.037886 0.572612
0.035594 0.560159
0.033264 0.545522
0.030847 0.529645
0.028693 0.512329
0.026176 0.492037
0.023408 0.472091
0.020953 0.446192
0.018373 0.417316
0.015405 0.382535
0.011961 0.342645
0.008354 0.285388
0.004308 0.200198
0.000000 0.000000
