1.000000 1.000000
0.038036 0.999256
0.029019 0.998809
0.024322 0.998512
0.021467 0.998214
0.019162 0.997817
0.017459 0.997470
0.016219 0.996924
0.015242 0.996477
0.014365 0.995783
0.013539 0.995287
0.012875 0.995038
0.012361 0.994790
0.011860 0.994393
0.011472 0.994046
0.011109 0.993649
0.010646 0.993252
0.010345 0.992955
0.010082 0.992855
0.009869 0.992607
0.009531 0.992260
0.009255 0.991813
0.008967 0.991714
0.008679 0.991367
0.008354 0.991069
0.008153 0.990970
0.008003 0.990474
0.007765 0.990176
0.007540 0.989829
0.007414 0.989531
0.007264 0.989134
0.007114 0.988837
0.006913 0.988489
0.006713 0.988142
0.006563 0.987795
0.006412 0.987497
0.006312 0.987298
0.006162 0.987001
0.005949 0.986753
0.005786 0.986653
0.005648 0.986455
0.005611 0.986008
0.005486 0.985661
0.005398 0.985314
0.005310 0.984768
0.005160 0.984272
0.005060 0.983825
0.004859 0.983230
0.004772 0.982585
0.004722 0.982337
0.004659 0.981940
0.004534 0.981642
0.004434 0.980997
0.004371 0.980749
0.004221 0.980402
0.004058 0.980104
0.004020 0.979658
0.003970 0.978963
0.003883 0.978318
0.003795 0.977822
0.003682 0.977375
0.003645 0.976929
0.003582 0.976333
0.003469 0.975936
0.003369 0.975490
0.003331 0.974795
0.003244 0.974101
0.003194 0.973456
0.003144 0.972860
0.003081 0.972364
0.003056 0.971769
0.003043 0.971074
0.002956 0.970082
0.002868 0.969189
0.002805 0.967750
0.002743 0.967254
0.002643 0.966410
0.002530 0.965418
0.002392 0.964078
0.002304 0.962640
0.002179 0.961647
0.002067 0.960655
0.002004 0.959663
0.001929 0.958224
0.001841 0.956735
0.001766 0.954900
0.001703 0.952667
0.001578 0.950385
0.001515 0.947755
0.001415 0.945225
0.001290 0.942000
0.001240 0.938080
0.001115 0.933813
0.001014 0.929348
0.000914 0.923195
0.000802 0.916051
0.000689 0.907666
0.000551 0.894220
0.000451 0.873183
0.000225 0.831903
0.000000 0.000000
