1.000000 1.000000
0.211635 0.991417
0.195604 0.989432
0.186662 0.988092
0.180512 0.986207
0.175402 0.985314
0.171420 0.983776
0.168101 0.983081
0.164782 0.982039
0.162202 0.981146
0.160223 0.980402
0.158244 0.979608
0.156315 0.978715
0.153848 0.978070
0.152295 0.977375
0.150842 0.976581
0.149703 0.976085
0.148337 0.975639
0.146972 0.974944
0.145895 0.974299
0.144467 0.973803
0.143265 0.972960
0.142251 0.972017
0.141274 0.971670
0.140259 0.971273
0.139395 0.970628
0.138305 0.969883
0.137278 0.969338
0.136477 0.968941
0.135788 0.968693
0.134874 0.968097
0.134085 0.967700
0.133321 0.966956
0.132544 0.966708
0.131855 0.966311
0.130966 0.965914
0.130202 0.965418
0.129263 0.964922
0.128361 0.964326
0.127660 0.963731
0.126796 0.963086
0.126144 0.962243
0.125506 0.961796
0.124729 0.961300
0.123915 0.960506
0.123239 0.960010
0.122650 0.959415
0.121949 0.958819
0.121260 0.958323
0.120496 0.957728
0.119619 0.957132
0.118793 0.956636
0.118041 0.955743
0.117290 0.955148
0.116426 0.954701
0.115724 0.954304
0.114948 0.953113
0.114271 0.952617
0.113520 0.952270
0.112693 0.951526
0.111892 0.950831
0.111103 0.950087
0.110289 0.948946
0.109600 0.948450
0.108736 0.947556
0.107959 0.946961
0.107208 0.946068
0.106331 0.945125
0.105517 0.943885
0.104578 0.942843
0.103651 0.942000
0.102774 0.941057
0.101797 0.940065
0.100745 0.938973
0.099756 0.937733
0.098666 0.936641
0.097689 0.935599
0.096863 0.934359
0.095898 0.932721
0.094909 0.931034
0.093869 0.929596
0.092943 0.928058
0.091628 0.926073
0.090475 0.924584
0.089223 0.922749
0.088008 0.920566
0.086518 0.918432
0.085052 0.915852
0.083437 0.913223
0.081470 0.909898
0.079479 0.906475
0.077525 0.902208
0.075421 0.897842
0.072904 0.892037
0.070011 0.885289
0.066942 0.876061
0.062834 0.863706
0.057812 0.849715
0.051049 0.825502
0.041468 0.775887
0.000000 0.000000
