1.000000 1.000000
0.305843 0.998065
0.246402 0.995882
0.214077 0.993848
0.192197 0.991466
0.175578 0.989382
0.162390 0.987199
0.151481 0.984867
0.141862 0.982734
0.133684 0.980452
0.126195 0.977971
0.119932 0.975688
0.114296 0.973356
0.109149 0.970528
0.104590 0.968196
0.100182 0.965368
0.096287 0.963334
0.092442 0.960754
0.089323 0.958323
0.086167 0.955495
0.082823 0.953312
0.080406 0.950732
0.077625 0.947755
0.074832 0.945770
0.072227 0.942942
0.070161 0.940114
0.067869 0.937534
0.065677 0.935053
0.063573 0.932374
0.061732 0.928901
0.059866 0.926073
0.058012 0.922947
0.056384 0.919772
0.054693 0.916100
0.053203 0.913173
0.051638 0.910394
0.050172 0.907269
0.048694 0.903845
0.047242 0.900769
0.045714 0.897097
0.044323 0.893922
0.043159 0.890449
0.041806 0.887720
0.040353 0.883552
0.039151 0.880476
0.038036 0.877599
0.036922 0.873729
0.035494 0.869263
0.034442 0.865244
0.033127 0.861275
0.032025 0.857802
0.030860 0.853982
0.029996 0.850905
0.029019 0.846093
0.028217 0.840883
0.027178 0.836715
0.026276 0.832697
0.025512 0.828380
0.024786 0.823716
0.023871 0.818903
0.023032 0.813495
0.022268 0.807244
0.021604 0.802183
0.020803 0.796874
0.019951 0.791218
0.019062 0.785562
0.018498 0.779459
0.017835 0.772463
0.017246 0.765368
0.016545 0.759266
0.015781 0.752022
0.015117 0.743686
0.014553 0.736294
0.013914 0.727016
0.013263 0.718978
0.012462 0.708509
0.011860 0.700323
0.011147 0.690350
0.010658 0.680873
0.009894 0.671992
0.009268 0.661871
0.008679 0.649963
0.008078 0.638105
0.007515 0.624064
0.006926 0.609725
0.006400 0.594294
0.005874 0.578020
0.005410 0.561449
0.004897 0.543290
0.004383 0.522153
0.003908 0.500620
0.003507 0.478144
0.002956 0.454478
0.002555 0.426644
0.001929 0.393252
0.001528 0.357480
0.001027 0.311585
0.000714 0.259489
0.000376 0.193004
0.000100 0.109055
0.000000 0.000000
